"<54>Aug 27 06:16:53 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.33.34","Computer name: INLT1958","Intensive Protection Level: 0","Certificate issuer: Wen Jia Liu","Certificate signer: DigiCert High Assurance Code Signing CA-1","Certificate thumbprint: B2B9F4F23889FD643590B2AF5A9AB750D100253B","Signing timestamp: 1435573814","Certificate serial number: 03E9017D54CD93F094D0A2AB7FC0E3F5","Source: Auto-Protect scan","Risk name: Hacktool.ProcHack","Occurrences: 1","C:Usersrishabh.jainSourceCodeEXTRASBAKUPDB_ServerSourcesalis-db-SQLCautoprocesstaskmProcessHacker.exe","","Actual action: Left alone","Requested action: Quarantined","Secondary action: Deleted","Event time: 2019-08-27 06:15:19","Inserted: 2019-08-27 06:16:52","End: 2019-08-27 06:15:19","Last update time: 2019-08-27 06:16:53","Domain: Default","Group: My CompanyDefault Group","Server: BNG-ANTIVIRUS","User: Rishabh.Jain","Source computer: ","Source IP: ","Disposition: Reputation was not used in this detection.","Download site: ","Web domain: ","Downloaded by: ","Prevalence: Reputation was not used in this detection.","Confidence: Reputation was not used in this detection.","URL Tracking Status: On","","First Seen: Reputation was not used in this detection.","Sensitivity: ","Not on the permitted application list","Application hash: DFE01EB9E01AE521E6F6F0E929517D9A8670C16CB17F1E0C86460F2BEA9D4EA8","Hash type: SHA2","Company name: wj32","Application name: Process Hacker","Application version: 2.36.0.6153","Application type: 127","File size (bytes): 1515864","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 27 06:12:55 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.33.34","Computer name: INLT1958","Intensive Protection Level: 0","Certificate issuer: Wen Jia Liu","Certificate signer: DigiCert High Assurance Code Signing CA-1","Certificate thumbprint: B2B9F4F23889FD643590B2AF5A9AB750D100253B","Signing timestamp: 1435573814","Certificate serial number: 03E9017D54CD93F094D0A2AB7FC0E3F5","Source: Auto-Protect scan","Risk name: Hacktool.ProcHack","Occurrences: 1","C:Usersrishabh.jainSourceCodeEXTRASBAKUPDB_ServerSourcesalis-alf-SQL01CautoprocesstaskmProcessHacker.exe","","Actual action: Deleted","Requested action: Quarantined","Secondary action: Deleted","Event time: 2019-08-27 06:12:02","Inserted: 2019-08-27 06:12:55","End: 2019-08-27 06:12:03","Last update time: 2019-08-27 06:12:55","Domain: Default","Group: My CompanyDefault Group","Server: BNG-ANTIVIRUS","User: Rishabh.Jain","Source computer: ","Source IP: ","Disposition: Reputation was not used in this detection.","Download site: ","Web domain: ","Downloaded by: ","Prevalence: Reputation was not used in this detection.","Confidence: Reputation was not used in this detection.","URL Tracking Status: On","","First Seen: Reputation was not used in this detection.","Sensitivity: ","Not on the permitted application list","Application hash: DFE01EB9E01AE521E6F6F0E929517D9A8670C16CB17F1E0C86460F2BEA9D4EA8","Hash type: SHA2","Company name: wj32","Application name: Process Hacker","Application version: 2.36.0.6153","Application type: 127","File size (bytes): 1515864","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 27 06:12:53 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.33.34","Computer name: INLT1958","Intensive Protection Level: 0","Certificate issuer: Wen Jia Liu","Certificate signer: DigiCert High Assurance Code Signing CA-1","Certificate thumbprint: B2B9F4F23889FD643590B2AF5A9AB750D100253B","Signing timestamp: 1435573814","Certificate serial number: 03E9017D54CD93F094D0A2AB7FC0E3F5","Source: Auto-Protect scan","Risk name: Hacktool.ProcHack!g1","Occurrences: 1","C:Usersrishabh.jainSourceCodeEXTRASBAKUPDB_ServerSourcesalis-alf-SQL01CautoprocesstaskmProcessHacker.exe","AP realtime deferred scanning","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Deleted","Event time: 2019-08-27 06:11:29","Inserted: 2019-08-27 06:12:52","End: 2019-08-27 06:11:30","Last update time: 2019-08-27 06:12:53","Domain: Default","Group: My CompanyDefault Group","Server: BNG-ANTIVIRUS","User: Rishabh.Jain","Source computer: ","Source IP: ","Disposition: Bad","Download site: ","Web domain: ","Downloaded by: ","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is strong evidence that this file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 1 year.","Sensitivity: ","Not on the permitted application list","Application hash: DFE01EB9E01AE521E6F6F0E929517D9A8670C16CB17F1E0C86460F2BEA9D4EA8","Hash type: SHA2","Company name: wj32","Application name: Process Hacker","Application version: 2.36.0.6153","Application type: 127","File size (bytes): 1515864","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 26 06:57:31 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.32.153","Computer name: INLT1775","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Manual scan","Risk name: Tracking Cookies","Occurrences: 1","Cookie:naveen.bn@smartadserver.com/","","Actual action: Deleted","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-26 06:01:34","Inserted: 2019-08-26 06:57:31","End: 2019-08-26 06:01:34","Last update time: 2019-08-26 06:57:31","Domain: Default","Group: My CompanyDefault Group","Server: CDF-ANTIVIRUS","User: Naveen.BN","Source computer: ","Source IP: ","Disposition: Good","Download site: null","Web domain: null","Downloaded by: null","Prevalence: Reputation was not used in this detection.","Confidence: Reputation was not used in this detection.","URL Tracking Status: Off","","First Seen: Reputation was not used in this detection.","Sensitivity: Low","Not on the permitted application list","Application hash: ","Hash type: SHA1","Company name: ","Application name: ","Application version: ","Application type: -1","File size (bytes): 0","Category set: Security risk","Category type: Trackware","Location: Internal",""
"<54>Aug 25 17:37:10 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.112.111","Computer name: HLDT-PC03H7ET","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:UsersigornDesktopsia-ui-v1.4.1.1sia-ui-v1.4.1.1.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-25 17:35:19","Inserted: 2019-08-25 17:37:10","End: 2019-08-25 17:35:20","Last update time: 2019-08-25 17:37:10","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsIDITDesktops","Server: HL-ANTIVIRUS","User: igorn","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files (x86)/mozilla firefox/firefox.exe","Prevalence: Unknown","Confidence: There is not enough information about this file to recommend it.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 1A1D854C248903814025708F5BCFD786619987A2A5448F3A9B25702F4DCEB65E","Hash type: SHA2","Company name: Eddie Wang","Application name: Sia-UI","Application version: 1.4.1-1","Application type: 127","File size (bytes): 52123251","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 25 17:37:10 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.112.111","Computer name: HLDT-PC03H7ET","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:UsersigornDesktopsia-ui-v1.4.1.1sia-ui-v1.4.1.1.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-25 17:35:03","Inserted: 2019-08-25 17:36:10","End: 2019-08-25 17:35:04","Last update time: 2019-08-25 17:37:10","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsIDITDesktops","Server: HL-ANTIVIRUS","User: igorn","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files (x86)/mozilla firefox/firefox.exe","Prevalence: Unknown","Confidence: There is not enough information about this file to recommend it.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 1A1D854C248903814025708F5BCFD786619987A2A5448F3A9B25702F4DCEB65E","Hash type: SHA2","Company name: Eddie Wang","Application name: Sia-UI","Application version: 1.4.1-1","Application type: 127","File size (bytes): 52123251","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 25 09:54:19 HL-ANTIVIRUS SymantecServer: Security risk found","Computer name: HLDT-PC09LC1W","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","IP Address: 10.245.112.85","Detection type: Heuristic","First Seen: Symantec has known about this file approximately 2 days.","Application name: 1script2rulethemall.exe","Application type: 127","Application version: 1.1.26.01","Hash type: SHA-256","Application hash: A81B4EF0F2A0B13DDA9E37DD68922E1B91A052ACDF358F593DFDCA699671E1DB","Company name: ","File size (bytes): 1103360","Sensitivity: 1","Detection score: 0","COH Engine Version: 12.0.1.22","Detection Submissions No","Permitted application reason: Not on the permitted application list","Disposition: Bad","Download site: ","Web domain: ","Downloaded by: c:/program files/totalcommander/totalcmd64.exe","Prevalence: This file has been seen by fewer than 5 Symantec users.","Confidence: There is strong evidence that this file is untrustworthy.","URL Tracking Status: On","Risk Level: High","Risk type: Heuristic","Source: SONAR Scan","Risk name: SONAR.SuspBeh!gen657","Occurrences: 1","c:software1script2rulethemall.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-25 09:51:47","Inserted: 2019-08-25 09:54:19","End: 2019-08-25 09:51:48","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsIDITDesktops","Server: HL-ANTIVIRUS","User: irinar","Source computer: ","Source IP:"
"<54>Aug 27 11:21:41 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 192.168.43.94","Computer name: INLT290","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:WindowsTempteamviewerupdate.exe","","Actual action: Details pending","Requested action: Deleted","Secondary action: Left alone","Event time: 2019-08-24 22:58:27","Inserted: 2019-08-27 11:21:41","End: 2019-08-24 22:58:27","Last update time: 2019-08-27 11:21:41","Domain: Default","Group: My CompanyIndia - BangaloreWorkstationsLaptopsIndiaBangalore","Server: BNG-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Good","Download site: null","Web domain: null","Downloaded by: null","Prevalence: Reputation was not used in this detection.","Confidence: Reputation was not used in this detection.","URL Tracking Status: Off","","First Seen: Reputation was not used in this detection.","Sensitivity: Low","Not on the permitted application list","Application hash: ","Hash type: SHA1","Company name: ","Application name: ","Application version: ","Application type: -1","File size (bytes): 0","Category set: Malware","Category type: Insight Network Threat","Location: External",""
"<54>Aug 27 11:21:41 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 192.168.43.94","Computer name: INLT290","Intensive Protection Level: 0","Certificate issuer: ""Spigot","Inc.""","Certificate signer: COMODO RSA Code Signing CA","Certificate thumbprint: 1D15EF02F7FBA27CCD9FB7D7C2BB5C4DB713F987","Signing timestamp: 1442332225","Certificate serial number: 0082841155378106313886B8DA4A06D2B3","Source: Manual scan","Risk name: WS.SecurityRisk.1","Occurrences: 1","C:UsersadminAppDataLocalTemp~sp6BBD.tmp","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-24 21:56:01","Inserted: 2019-08-27 11:21:39","End: 2019-08-24 21:57:21","Last update time: 2019-08-27 11:21:41","Domain: Default","Group: My CompanyIndia - BangaloreWorkstationsLaptopsIndiaBangalore","Server: BNG-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Bad","Download site: ","Web domain: ","Downloaded by: ","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is strong evidence that this file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 1 year.","Sensitivity: ","Not on the permitted application list","Application hash: 78F296AD3485A85BDD9E9A4F03A04ED90942FAF8B62C023CD38BEEA7C86B6DCD","Hash type: SHA2","Company name: ","Application name: ~sp6BBD.tmp","Application version: ","Application type: 127","File size (bytes): 991472","Category set: Security risk","Category type: Security Risk","Location: External"
"<54>Aug 22 19:31:18 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 172.17.3.20","Computer name: ADPTKWS024","Intensive Protection Level: 0","Certificate issuer: Safe Download GTL","Certificate signer: thawte SHA256 Code Signing CA","Certificate thumbprint: C8AD14723A5172EE1081553B6393E9CF5D94BEDF","Signing timestamp: 0","Certificate serial number: 2C2FDBF00C8B3CCF625D10D0B7EF5E67","Source: Manual scan","Risk name: PUA.Gen.2","Occurrences: 1","C:Userspsubramanian.ADAPTIKDownloadsUnconfirmed 957898.crdownload","","Actual action: Deleted","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 19:29:44","Inserted: 2019-08-22 19:31:18","End: 2019-08-22 19:29:45","Last update time: 2019-08-22 19:31:18","Domain: Default","Group: My CompanyUSA - Rolling MeadowsWorkstationsLaptops(Bethlehem) Adaptik","Server: DEN-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Bad","Download site: ","Web domain: ","Downloaded by: ","Prevalence: This file has been seen by fewer than 5 Symantec users.","Confidence: This file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 30 days.","Sensitivity: ","Not on the permitted application list","Application hash: A44E66917C724C3561664BE148E737A8B21D80CEA79E7ADA51DF3CBA851BCE98","Hash type: SHA2","Company name: ","Application name: was 6.1 for linux","Application version: 1.1524.85.0","Application type: 127","File size (bytes): 588632","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 16:07:46 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 172.17.13.70","Computer name: ADPTKLT049","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Manual scan","Risk name: PUA.Downloader","Occurrences: 1","C:UsersbhortonAppDataLocalMobogenieVersionNewVersionMobogenienengine.dll","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 16:06:21","Inserted: 2019-08-22 16:07:43","End: 2019-08-22 16:06:22","Last update time: 2019-08-22 16:07:46","Domain: Default","Group: My CompanyUSA - Rolling MeadowsWorkstationsLaptops(Bethlehem) Adaptik","Server: DEN-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Bad","Download site: ","Web domain: ","Downloaded by: ","Prevalence: This file has been seen by millions of Symantec users.","Confidence: This file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 1 year.","Sensitivity: ","Not on the permitted application list","Application hash: 63EB9F4A508FD03CC44DB0B761FAF5986CC8A7C9947ADFD957D1A28FB956DDBC","Hash type: SHA2","Company name: NewNextDotMe","Application name: nengine","Application version: 1.0.0.1","Application type: 127","File size (bytes): 1283584","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 14:26:58 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.12.160","Computer name: INDT682","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:Usersadya.mishraAppDataLocalTempteamviewerupdate.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 14:26:11","Inserted: 2019-08-22 14:26:57","End: 2019-08-22 14:26:12","Last update time: 2019-08-22 14:26:58","Domain: Default","Group: My CompanyIndia - BangaloreWorkstationsDesktopsIndiaBangalore","Server: BNG-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files (x86)/teamviewer/teamviewer.exe","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 27D21FF74100C2F097751369A8AD1DF8B7690E093A16337E72DD064BB366C575","Hash type: SHA2","Company name: TeamViewer","Application name: TeamViewer Installer","Application version: 14.5.1691.0","Application type: 127","File size (bytes): 25459760","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 14:18:41 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.183.10.2","Computer name: SZLT-PiotrS","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Manual scan","Risk name: SecurityRisk.OrphanInf","Occurrences: 1","I:autorun.inf","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 14:17:00","Inserted: 2019-08-22 14:18:41","End: 2019-08-22 14:17:00","Last update time: 2019-08-22 14:18:41","Domain: Default","Group: My CompanyDefault Group","Server: HL-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Reputation was not used in this detection.","Download site: ","Web domain: ","Downloaded by: Removable Files Portal","Prevalence: Reputation was not used in this detection.","Confidence: Reputation was not used in this detection.","URL Tracking Status: On","","First Seen: Reputation was not used in this detection.","Sensitivity: ","Not on the permitted application list","Application hash: E50DF944A43F5BE7441680795F4D835B37CFA9614E3A456D4F574ACFBD60D976","Hash type: SHA2","Company name: ","Application name: autorun.inf","Application version: ","Application type: 127","File size (bytes): 59","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 14:17:10 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 172.17.13.70","Computer name: ADPTKLT049","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Manual scan","Risk name: PUA.Downloader","Occurrences: 1","C:Program Files (x86)Mobogenienengine.dll","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 14:14:50","Inserted: 2019-08-22 14:17:10","End: 2019-08-22 14:14:55","Last update time: 2019-08-22 14:17:10","Domain: Default","Group: My CompanyUSA - Rolling MeadowsWorkstationsLaptops(Bethlehem) Adaptik","Server: DEN-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Bad","Download site: ","Web domain: ","Downloaded by: ","Prevalence: This file has been seen by millions of Symantec users.","Confidence: This file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 1 year.","Sensitivity: ","Not on the permitted application list","Application hash: 63EB9F4A508FD03CC44DB0B761FAF5986CC8A7C9947ADFD957D1A28FB956DDBC","Hash type: SHA2","Company name: NewNextDotMe","Application name: nengine","Application version: 1.0.0.1","Application type: 127","File size (bytes): 1283584","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 13:49:01 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.34.226","Computer name: INLT1601","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: PUA.InstallCore","Occurrences: 1","C:Usershardik.shahAppDataLocalGoogleChromeUser DataDefaultCachef_000103","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Deleted","Event time: 2019-08-22 13:47:57","Inserted: 2019-08-22 13:49:01","End: 2019-08-22 13:48:02","Last update time: 2019-08-22 13:49:01","Domain: Default","Group: My CompanyDefault Group","Server: HL-ANTIVIRUS","User: Hardik.Shah","Source computer: ","Source IP: ","Disposition: Bad","Download site: http://d383iw28seujz1.cloudfront.net/2jq%3E6uvfaayha/vlc-3.0.5-streamer.exe","Web domain: d383iw28seujz1.cloudfront.net","Downloaded by: c:/program files (x86)/google/chrome/application/chrome.exe","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is strong evidence that this file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 30 days.","Sensitivity: ","Not on the permitted application list","Application hash: 9D5D553464A3430C99A4869E0337E0CAC1416CBAF472488D3EE376D78A2D767B","Hash type: SHA2","Company name: VLC Torrent","Application name: VLC Torrent","Application version: 1.0.1.1","Application type: 127","File size (bytes): 3370474","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 13:46:01 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.35.81","Computer name: INLT1985","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: PUA.InstallCore","Occurrences: 1","C:Usersgautam.sarkarAppDataLocalGoogleChromeUser DataDefaultCachef_0002ed","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Deleted","Event time: 2019-08-22 13:44:27","Inserted: 2019-08-22 13:46:01","End: 2019-08-22 13:44:27","Last update time: 2019-08-22 13:46:01","Domain: Default","Group: My CompanyDefault Group","Server: HL-ANTIVIRUS","User: Gautam.Sarkar","Source computer: ","Source IP: ","Disposition: Bad","Download site: http://d383iw28seujz1.cloudfront.net/pa%3Eq9p9rn8l2n/vlc-3.0.5-streamer.exe","Web domain: d383iw28seujz1.cloudfront.net","Downloaded by: c:/program files (x86)/google/chrome/application/chrome.exe","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is strong evidence that this file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 30 days.","Sensitivity: ","Not on the permitted application list","Application hash: 9D5D553464A3430C99A4869E0337E0CAC1416CBAF472488D3EE376D78A2D767B","Hash type: SHA2","Company name: VLC Torrent","Application name: VLC Torrent","Application version: 1.0.1.1","Application type: 127","File size (bytes): 3370474","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 13:46:01 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.35.81","Computer name: INLT1985","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: PUA.InstallCore","Occurrences: 1","C:Usersgautam.sarkarDownloadsvlc-3.0.5-streamer_2844280147.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Deleted","Event time: 2019-08-22 13:44:02","Inserted: 2019-08-22 13:46:01","End: 2019-08-22 13:44:02","Last update time: 2019-08-22 13:46:01","Domain: Default","Group: My CompanyDefault Group","Server: HL-ANTIVIRUS","User: Gautam.Sarkar","Source computer: ","Source IP: ","Disposition: Bad","Download site: http://d383iw28seujz1.cloudfront.net/pa%3Eq9p9rn8l2n/vlc-3.0.5-streamer.exe","Web domain: d383iw28seujz1.cloudfront.net","Downloaded by: c:/program files (x86)/google/chrome/application/chrome.exe","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is strong evidence that this file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 30 days.","Sensitivity: ","Not on the permitted application list","Application hash: 9D5D553464A3430C99A4869E0337E0CAC1416CBAF472488D3EE376D78A2D767B","Hash type: SHA2","Company name: VLC Torrent","Application name: VLC Torrent","Application version: 1.0.1.1","Application type: 127","File size (bytes): 3370474","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 13:42:01 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.34.226","Computer name: INLT1601","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: PUA.InstallCore","Occurrences: 1","C:Usershardik.shahDownloadsvlc-3.0.5-streamer_1636263506.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Deleted","Event time: 2019-08-22 13:41:04","Inserted: 2019-08-22 13:42:01","End: 2019-08-22 13:41:10","Last update time: 2019-08-22 13:42:01","Domain: Default","Group: My CompanyDefault Group","Server: HL-ANTIVIRUS","User: Hardik.Shah","Source computer: ","Source IP: ","Disposition: Bad","Download site: http://d383iw28seujz1.cloudfront.net/2jq%3E6uvfaayha/vlc-3.0.5-streamer.exe","Web domain: d383iw28seujz1.cloudfront.net","Downloaded by: c:/program files (x86)/google/chrome/application/chrome.exe","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is strong evidence that this file is untrustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file for more than 30 days.","Sensitivity: ","Not on the permitted application list","Application hash: 9D5D553464A3430C99A4869E0337E0CAC1416CBAF472488D3EE376D78A2D767B","Hash type: SHA2","Company name: VLC Torrent","Application name: VLC Torrent","Application version: 1.0.1.1","Application type: 127","File size (bytes): 3370474","Category set: Security risk","Category type: Security Risk","Location: Internal",""
"<54>Aug 22 12:58:40 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.245.167.135","Computer name: HLVM-ALISAUTO03","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:QC-Copychromedriver.exe","","Actual action: Details pending","Requested action: Deleted","Secondary action: Left alone","Event time: 2019-08-22 12:56:11","Inserted: 2019-08-22 12:58:40","End: 2019-08-22 12:56:11","Last update time: 2019-08-22 12:58:40","Domain: Default","Group: My CompanyIsrael - HolonWorkstationsVirtualMachinesAlis Automation","Server: HL-ANTIVIRUS","User: coreautomation","Source computer: ","Source IP: ","Disposition: Good","Download site: null","Web domain: null","Downloaded by: null","Prevalence: Reputation was not used in this detection.","Confidence: Reputation was not used in this detection.","URL Tracking Status: Off","","First Seen: Reputation was not used in this detection.","Sensitivity: Low","Not on the permitted application list","Application hash: ","Hash type: SHA1","Company name: ","Application name: ","Application version: ","Application type: -1","File size (bytes): 0","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
"<54>Aug 22 10:40:21 HL-ANTIVIRUS SymantecServer: Security risk found","IP Address: 10.21.35.8","Computer name: INLT290","Intensive Protection Level: 0","Certificate issuer: ","Certificate signer: ","Certificate thumbprint: ","Signing timestamp: 0","Certificate serial number: ","Source: Auto-Protect scan","Risk name: WS.Reputation.1","Occurrences: 1","c:WindowsTempteamviewerupdate.exe","","Actual action: Quarantined","Requested action: Quarantined","Secondary action: Left alone","Event time: 2019-08-22 10:39:12","Inserted: 2019-08-22 10:40:20","End: 2019-08-22 10:39:15","Last update time: 2019-08-22 10:40:21","Domain: Default","Group: My CompanyIndia - BangaloreWorkstationsLaptopsIndiaBangalore","Server: BNG-ANTIVIRUS","User: SYSTEM","Source computer: ","Source IP: ","Disposition: Good","Download site: ","Web domain: ","Downloaded by: c:/program files (x86)/teamviewer/teamviewer_service.exe","Prevalence: This file has been seen by tens of thousands of Symantec users.","Confidence: There is growing evidence that this file is trustworthy.","URL Tracking Status: On","","First Seen: Symantec has known about this file approximately 2 days.","Sensitivity: ","Not on the permitted application list","Application hash: 27D21FF74100C2F097751369A8AD1DF8B7690E093A16337E72DD064BB366C575","Hash type: SHA2","Company name: TeamViewer","Application name: TeamViewer Installer","Application version: 14.5.1691.0","Application type: 127","File size (bytes): 25459760","Category set: Malware","Category type: Insight Network Threat","Location: Internal",""
